SEXUA,IZENA,ABIZENA,ADINA,ADIN TARTEA,ESKARMENTUA,ALTUERA,MASA,MAILA,ESTILOA,PRESA
Gizona,UNAI,HERRERA,44.0,Heldua,3.0,176.0,73.95,Aurreratua,Estatikoa,Mono
Gizona,RAUL,RAMOS,34.0,Gaztea,2.0,168.0,63.02,Aurreratua,Nahasia,Pinch
Gizona,JORGE,SANTANA,51.0,Heldua,3.0,178.0,71.74,Erdikoa,Dinamikoa,Crimp
Gizona,MIGUEL ANGEL,GARRIDO,19.0,Nerabea,8.0,166.0,58.34,Profesionala,Estatikoa,Crimp
Gizona,RAUL,SANCHEZ,32.0,Gaztea,10.0,185.0,63.04,Erdikoa,Nahasia,Sloper
Emakumea,ALICIA,MORALES,14.0,Nerabea,3.0,163.0,55.8,Erdikoa,Estatikoa,Pinch
Emakumea,ANGELA,PEREZ,32.0,Gaztea,5.0,171.0,58.24,Profesionala,Estatikoa,Pinch
Gizona,LUIS,SERRANO,24.0,Gaztea,14.0,163.0,61.75,Erdikoa,Nahasia,Volume
Gizona,VICENTE,MORA,18.0,Nerabea,8.0,164.0,66.0,Aurreratua,Nahasia,Crack
Gizona,JOSE MIGUEL,MORA,14.0,Nerabea,1.0,174.0,58.31,Erdikoa,Estatikoa,Sloper
Gizona,JOSU,RAMOS,25.0,Gaztea,1.0,180.0,68.07,Hasiberria,Dinamikoa,Crimp
Gizona,UNAI,CALVO,23.0,Gaztea,0.0,173.0,82.7,Hasiberria,Dinamikoa,Crimp
Emakumea,MARIA MERCEDES,PASCUAL,33.0,Gaztea,3.0,163.0,75.18,Aurreratua,Nahasia,Pinch
Emakumea,JUANA,CABRERA,18.0,Nerabea,2.0,155.0,63.6,Erdikoa,Nahasia,Mono
Gizona,IKER,PASTOR,31.0,Gaztea,10.0,175.0,61.3,Erdikoa,Nahasia,Sloper
Gizona,MANUEL,ROJAS,20.0,Nerabea,0.0,174.0,70.51,Hasiberria,Estatikoa,Mono
Gizona,JOAQUIN,SOTO,21.0,Gaztea,16.0,194.0,74.63,Aurreratua,Dinamikoa,Jug
Emakumea,MARIA ISABEL,HERNANDEZ,48.0,Heldua,8.0,170.0,78.73,Aurreratua,Nahasia,Edge
Gizona,IKER,CRUZ,38.0,Heldua,4.0,177.0,79.72,Erdikoa,Dinamikoa,Sloper
Gizona,RAUL,CALVO,14.0,Nerabea,4.0,166.0,71.43,Erdikoa,Nahasia,Jug
Gizona,SERGIO,GOMEZ,33.0,Gaztea,5.0,163.0,79.45,Aurreratua,Nahasia,Pinch
Gizona,JULIAN,BRAVO,15.0,Nerabea,0.0,166.0,60.12,Erdikoa,Dinamikoa,Pocket
Emakumea,MARTA,IGLESIAS,15.0,Nerabea,1.0,157.0,58.05,Hasiberria,Nahasia,Edge
Gizona,DANIEL,GIL,22.0,Gaztea,2.0,187.0,82.93,Aurreratua,Dinamikoa,Jug
Gizona,UNAI,ARIAS,14.0,Nerabea,6.0,167.0,61.59,Erdikoa,Nahasia,Volume
Emakumea,ESTIBALIZ,CORTES,27.0,Gaztea,10.0,177.0,80.08,Aurreratua,Nahasia,Sloper
Emakumea,ANE,VARGAS,25.0,Gaztea,4.0,170.0,80.46,Aurreratua,Dinamikoa,Crimp
Gizona,PEDRO,BRAVO,29.0,Gaztea,5.0,162.0,75.08,Erdikoa,Estatikoa,Pinch
Gizona,MIGUEL ANGEL,ALONSO,26.0,Gaztea,1.0,193.0,72.68,Erdikoa,Dinamikoa,Edge
Gizona,FRANCISCO,MONTERO,14.0,Nerabea,5.0,172.0,79.24,Aurreratua,Nahasia,Jug
Gizona,IGNACIO,ROJAS,31.0,Gaztea,5.0,193.0,60.05,Aurreratua,Estatikoa,Volume
Gizona,JAVIER,LORENZO,26.0,Gaztea,4.0,166.0,75.4,Aurreratua,Nahasia,Sloper
Gizona,JOSE MARIA,BLANCO,28.0,Gaztea,10.0,174.0,66.84,Aurreratua,Estatikoa,Pinch
Gizona,IÑAKI,MORENO,20.0,Nerabea,1.0,172.0,64.54,Aurreratua,Estatikoa,Mono
Emakumea,ANA MARIA,TORRES,21.0,Gaztea,1.0,157.0,62.28,Hasiberria,Estatikoa,Sloper
Gizona,PABLO,HIDALGO,36.0,Heldua,25.0,170.0,79.56,Aurreratua,Estatikoa,Crimp
Gizona,FERNANDO,MORENO,14.0,Nerabea,6.0,171.0,54.12,Profesionala,Nahasia,Jug
Gizona,JUAN CARLOS,VICENTE,47.0,Heldua,2.0,170.0,80.48,Erdikoa,Nahasia,Jug
Gizona,ANTONIO,MUÑOZ,16.0,Nerabea,8.0,161.0,60.98,Elitea,Estatikoa,Pinch
Emakumea,CARMEN,HERNANDEZ,18.0,Nerabea,3.0,162.0,49.94,Erdikoa,Nahasia,Volume
Emakumea,CRISTINA,REYES,34.0,Gaztea,0.0,166.0,73.46,Hasiberria,Estatikoa,Sloper
Gizona,MARKEL,CASTILLO,14.0,Nerabea,0.0,165.0,63.89,Erdikoa,Estatikoa,Crack
Gizona,JUAN JOSE,ROMAN,31.0,Gaztea,2.0,178.0,77.3,Erdikoa,Dinamikoa,Sloper
Gizona,JUAN MANUEL,TORRES,17.0,Nerabea,5.0,174.0,68.06,Erdikoa,Dinamikoa,Jug
Gizona,JAVIER,GIL,20.0,Nerabea,7.0,169.0,62.55,Erdikoa,Estatikoa,Pinch
Emakumea,ANTONIA,MOLINA,41.0,Heldua,5.0,165.0,69.47,Erdikoa,Nahasia,Edge
Gizona,CARLOS,MARIN,32.0,Gaztea,7.0,181.0,71.58,Aurreratua,Dinamikoa,Mono
Gizona,ALFONSO,HERRERA,19.0,Nerabea,5.0,172.0,64.27,Erdikoa,Estatikoa,Mono
Gizona,JULEN,LORENZO,24.0,Gaztea,3.0,170.0,78.52,Erdikoa,Nahasia,Edge
Gizona,FRANCISCO,GARRIDO,19.0,Nerabea,2.0,173.0,65.92,Aurreratua,Nahasia,Sloper
Emakumea,MARIA DOLORES,VEGA,28.0,Gaztea,6.0,162.0,79.84,Aurreratua,Nahasia,Pinch
Gizona,ALEJANDRO,ROJAS,28.0,Gaztea,4.0,194.0,69.45,Hasiberria,Dinamikoa,Jug
Gizona,ALFONSO,VAZQUEZ,30.0,Gaztea,3.0,167.0,80.83,Aurreratua,Dinamikoa,Edge
Emakumea,ANA BELEN,JIMENEZ,16.0,Nerabea,2.0,167.0,59.83,Erdikoa,Dinamikoa,Volume
Emakumea,MARIA LUISA,ROJAS,18.0,Nerabea,12.0,163.0,64.16,Aurreratua,Estatikoa,Jug
Gizona,EDUARDO,VIDAL,32.0,Gaztea,4.0,187.0,73.06,Profesionala,Estatikoa,Crimp
Emakumea,ESTIBALIZ,HIDALGO,20.0,Nerabea,5.0,165.0,64.41,Erdikoa,Estatikoa,Mono
Gizona,JOSE RAMON,CAMPOS,33.0,Gaztea,29.0,166.0,77.55,Profesionala,Nahasia,Crimp
Gizona,MIGUEL ANGEL,FERNANDEZ,53.0,Heldua,1.0,177.0,80.93,Aurreratua,Nahasia,Crimp
Emakumea,MARIA BEGOÑA,SAEZ,33.0,Gaztea,3.0,170.0,58.68,Erdikoa,Dinamikoa,Pinch
Gizona,EDUARDO,ORTIZ,17.0,Nerabea,3.0,170.0,72.23,Profesionala,Nahasia,Pinch
Gizona,JUAN,DURAN,55.0,Heldua,5.0,190.0,71.79,Aurreratua,Nahasia,Crimp
Emakumea,MARIA ROSARIO,GALLEGO,30.0,Gaztea,6.0,150.0,70.45,Profesionala,Dinamikoa,Jug
Emakumea,MARTA,PASCUAL,34.0,Gaztea,0.0,169.0,69.35,Hasiberria,Dinamikoa,Sloper
Gizona,ANTONIO,PARRA,17.0,Nerabea,3.0,163.0,69.77,Erdikoa,Nahasia,Volume
Gizona,ALBERTO,FERRER,20.0,Nerabea,6.0,175.0,64.83,Profesionala,Nahasia,Sloper
Gizona,DAVID,VICENTE,30.0,Gaztea,9.0,191.0,70.99,Elitea,Dinamikoa,Sloper
Emakumea,DOLORES,TORRES,40.0,Heldua,5.0,152.0,72.99,Aurreratua,Nahasia,Pinch
Gizona,PEDRO,CORTES,28.0,Gaztea,7.0,177.0,61.09,Erdikoa,Nahasia,Sloper
Gizona,MIKEL,LOPEZ,15.0,Nerabea,1.0,163.0,79.65,Erdikoa,Estatikoa,Edge
Gizona,FRANCISCO,CARMONA,16.0,Nerabea,13.0,175.0,62.0,Profesionala,Dinamikoa,Pinch
Gizona,SERGIO,GUTIERREZ,18.0,Nerabea,0.0,170.0,56.95,Erdikoa,Dinamikoa,Jug
Emakumea,ENCARNACION,MOYA,23.0,Gaztea,7.0,166.0,84.58,Aurreratua,Nahasia,Edge
Gizona,ASIER,RODRIGUEZ,26.0,Gaztea,0.0,160.0,85.41,Hasiberria,Dinamikoa,Jug
Emakumea,JUANA,ORTIZ,22.0,Gaztea,10.0,164.0,84.07,Erdikoa,Nahasia,Pinch
Gizona,EMILIO,FERNANDEZ,39.0,Heldua,5.0,179.0,77.08,Hasiberria,Estatikoa,Sloper
Gizona,JOSE ANTONIO,SANCHEZ,23.0,Gaztea,2.0,173.0,69.38,Erdikoa,Nahasia,Mono
Emakumea,DOLORES,CABRERA,27.0,Gaztea,6.0,170.0,74.45,Aurreratua,Nahasia,Mono
Gizona,MIGUEL ANGEL,RODRIGUEZ,15.0,Nerabea,0.0,167.0,69.42,Erdikoa,Dinamikoa,Sloper
Emakumea,ROCIO,SANZ,20.0,Nerabea,2.0,163.0,64.9,Aurreratua,Nahasia,Sloper
Emakumea,MARTA,SANCHEZ,42.0,Heldua,19.0,152.0,83.28,Profesionala,Dinamikoa,Sloper
Gizona,JESUS MARIA,MEDINA,16.0,Nerabea,13.0,166.0,69.45,Erdikoa,Nahasia,Pinch
Emakumea,CARMEN,TORRES,16.0,Nerabea,5.0,159.0,49.48,Aurreratua,Estatikoa,Sloper
Emakumea,IRENE,MOYA,33.0,Gaztea,9.0,156.0,69.08,Aurreratua,Dinamikoa,Mono
Emakumea,LUCIA,NIETO,18.0,Nerabea,3.0,165.0,55.82,Hasiberria,Estatikoa,Sloper
Gizona,MANUEL,ROMAN,29.0,Gaztea,10.0,194.0,84.62,Erdikoa,Estatikoa,Jug
Gizona,JOSE MANUEL,CABALLERO,22.0,Gaztea,2.0,182.0,70.55,Aurreratua,Dinamikoa,Pocket
Gizona,IKER,VEGA,22.0,Gaztea,3.0,181.0,73.08,Profesionala,Nahasia,Volume
Emakumea,AMAIA,MARTIN,26.0,Gaztea,8.0,176.0,63.45,Profesionala,Estatikoa,Pinch
Emakumea,AINHOA,LEON,19.0,Nerabea,4.0,157.0,47.44,Erdikoa,Dinamikoa,Edge
Gizona,FERNANDO,SANCHEZ,35.0,Gaztea,3.0,192.0,62.9,Aurreratua,Estatikoa,Crack
Gizona,JUAN ANTONIO,VIDAL,16.0,Nerabea,12.0,165.0,66.27,Profesionala,Estatikoa,Jug
Gizona,CARLOS,GUERRERO,30.0,Gaztea,3.0,183.0,84.7,Aurreratua,Nahasia,Sloper
Gizona,FRANCISCO,DIEZ,21.0,Gaztea,4.0,170.0,61.93,Erdikoa,Estatikoa,Pinch
Emakumea,SONIA,CASTRO,16.0,Nerabea,4.0,166.0,57.31,Aurreratua,Dinamikoa,Edge
Emakumea,ISABEL,MOYA,41.0,Heldua,1.0,160.0,68.89,Erdikoa,Dinamikoa,Jug
Emakumea,ANDREA,MOYA,16.0,Nerabea,12.0,156.0,53.77,Aurreratua,Dinamikoa,Jug
Gizona,RAMON,ORTIZ,31.0,Gaztea,4.0,173.0,61.25,Erdikoa,Nahasia,Jug
Emakumea,ANA ISABEL,PRIETO,32.0,Gaztea,8.0,170.0,80.2,Profesionala,Nahasia,Jug
Gizona,ALFONSO,CRUZ,33.0,Gaztea,0.0,165.0,63.56,Hasiberria,Dinamikoa,Jug
Emakumea,MARIA CARMEN,CABRERA,19.0,Nerabea,0.0,150.0,64.52,Hasiberria,Nahasia,Pinch
Gizona,JOSE MARIA,CASTILLO,16.0,Nerabea,4.0,185.0,73.43,Erdikoa,Dinamikoa,Crack
Gizona,ALBERTO,PEREZ,37.0,Heldua,2.0,166.0,79.78,Hasiberria,Nahasia,Crimp
Gizona,IÑIGO,BLANCO,21.0,Gaztea,13.0,188.0,76.74,Aurreratua,Dinamikoa,Pinch
Gizona,ANDRES,HERRERO,32.0,Gaztea,2.0,176.0,60.0,Erdikoa,Estatikoa,Volume
Emakumea,MARIA MERCEDES,JIMENEZ,20.0,Nerabea,10.0,155.0,62.54,Profesionala,Nahasia,Crimp
Gizona,JON,VELASCO,15.0,Nerabea,6.0,162.0,51.41,Aurreratua,Dinamikoa,Pinch
Emakumea,ROSA MARIA,LOPEZ,20.0,Nerabea,3.0,160.0,67.63,Profesionala,Dinamikoa,Sloper
Gizona,XABIER,VEGA,35.0,Gaztea,21.0,183.0,78.92,Aurreratua,Nahasia,Sloper
Emakumea,TERESA,MARQUEZ,15.0,Nerabea,6.0,170.0,63.7,Elitea,Estatikoa,Edge
Emakumea,MARIA MERCEDES,MARTINEZ,20.0,Nerabea,1.0,145.0,58.21,Hasiberria,Dinamikoa,Pocket
Emakumea,MERCEDES,PRIETO,53.0,Heldua,3.0,165.0,73.54,Aurreratua,Dinamikoa,Sloper
Gizona,RAFAEL,GIMENEZ,41.0,Heldua,9.0,187.0,77.83,Aurreratua,Dinamikoa,Crimp
Emakumea,MARIA CONCEPCION,ORTIZ,46.0,Heldua,1.0,164.0,72.21,Erdikoa,Nahasia,Crack
Gizona,JON,RIVERA,53.0,Heldua,1.0,177.0,76.65,Erdikoa,Nahasia,Jug
Emakumea,ROSA MARIA,SOLER,24.0,Gaztea,9.0,159.0,78.93,Aurreratua,Estatikoa,Sloper
Gizona,JOSU,HERRERA,29.0,Gaztea,10.0,184.0,77.61,Aurreratua,Estatikoa,Pinch
Emakumea,MARIA TERESA,BENITEZ,46.0,Heldua,6.0,165.0,76.4,Elitea,Dinamikoa,Pinch
Gizona,SERGIO,CARRASCO,34.0,Gaztea,2.0,183.0,73.78,Aurreratua,Estatikoa,Sloper
Gizona,JOSE MARIA,GUTIERREZ,17.0,Nerabea,0.0,173.0,50.93,Erdikoa,Nahasia,Crimp
Emakumea,FRANCISCA,SOTO,33.0,Gaztea,0.0,165.0,80.88,Erdikoa,Estatikoa,Jug
Gizona,DIEGO,REYES,25.0,Gaztea,6.0,191.0,63.2,Aurreratua,Estatikoa,Volume
Gizona,VICENTE,AGUILAR,26.0,Gaztea,4.0,167.0,73.88,Aurreratua,Nahasia,Jug
Gizona,IVAN,MARTINEZ,28.0,Gaztea,7.0,192.0,68.6,Profesionala,Nahasia,Pinch
Emakumea,ANDREA,VELASCO,32.0,Gaztea,1.0,160.0,67.53,Hasiberria,Dinamikoa,Sloper
Gizona,JUAN CARLOS,TORRES,16.0,Nerabea,4.0,164.0,60.54,Erdikoa,Dinamikoa,Pinch
Emakumea,ROCIO,GIL,18.0,Nerabea,9.0,153.0,61.28,Profesionala,Dinamikoa,Pinch
Emakumea,JOSEFA,SANTOS,22.0,Gaztea,4.0,180.0,71.7,Aurreratua,Dinamikoa,Sloper
Emakumea,ELENA,VAZQUEZ,43.0,Heldua,8.0,150.0,75.93,Aurreratua,Nahasia,Crimp
Gizona,ENEKO,NAVARRO,19.0,Nerabea,1.0,167.0,61.41,Erdikoa,Dinamikoa,Pinch
Gizona,JOSE,ROMERO,19.0,Nerabea,4.0,170.0,79.55,Aurreratua,Nahasia,Volume
Emakumea,CRISTINA,VICENTE,23.0,Gaztea,6.0,162.0,72.97,Aurreratua,Dinamikoa,Pocket
Gizona,JOSE MARIA,ORTIZ,31.0,Gaztea,2.0,173.0,78.38,Profesionala,Nahasia,Pinch
Emakumea,MARIA PILAR,RAMIREZ,31.0,Gaztea,6.0,160.0,56.5,Erdikoa,Estatikoa,Sloper
Gizona,DANIEL,MARIN,22.0,Gaztea,5.0,174.0,72.29,Erdikoa,Dinamikoa,Crack
Gizona,JOSE MARIA,VEGA,32.0,Gaztea,6.0,193.0,77.56,Aurreratua,Nahasia,Pinch
Gizona,ALVARO,MEDINA,41.0,Heldua,7.0,179.0,81.17,Profesionala,Estatikoa,Crimp
Emakumea,MERCEDES,PEÑA,21.0,Gaztea,7.0,151.0,58.23,Aurreratua,Nahasia,Pinch
Gizona,PABLO,BLANCO,48.0,Heldua,10.0,166.0,78.71,Aurreratua,Nahasia,Jug
Gizona,PEDRO,SANTIAGO,39.0,Heldua,0.0,178.0,77.81,Hasiberria,Nahasia,Mono
Gizona,ALBERTO,MORENO,32.0,Gaztea,4.0,179.0,72.22,Aurreratua,Estatikoa,Crimp
Gizona,ENEKO,MUÑOZ,16.0,Nerabea,7.0,168.0,54.89,Aurreratua,Estatikoa,Sloper
Gizona,JOSE,RAMIREZ,26.0,Gaztea,0.0,181.0,74.31,Erdikoa,Nahasia,Crimp
Gizona,JOSE RAMON,GUERRERO,29.0,Gaztea,25.0,179.0,73.46,Aurreratua,Dinamikoa,Volume
Gizona,JOSE MARIA,NIETO,20.0,Nerabea,4.0,161.0,65.2,Erdikoa,Nahasia,Pocket
Emakumea,SARA,GOMEZ,22.0,Gaztea,0.0,164.0,70.4,Hasiberria,Dinamikoa,Sloper
Emakumea,ANA MARIA,IBAÑEZ,28.0,Gaztea,8.0,176.0,70.27,Aurreratua,Dinamikoa,Volume
Emakumea,MARIA,SOLER,16.0,Nerabea,2.0,169.0,70.56,Erdikoa,Estatikoa,Mono
Gizona,ADRIAN,PARRA,21.0,Gaztea,16.0,194.0,74.31,Erdikoa,Nahasia,Sloper
Emakumea,LEIRE,SAEZ,25.0,Gaztea,0.0,156.0,59.58,Aurreratua,Nahasia,Pinch
Emakumea,AINARA,CRUZ,30.0,Gaztea,2.0,157.0,80.05,Profesionala,Dinamikoa,Pinch
Gizona,JOSE,CABALLERO,16.0,Nerabea,13.0,167.0,63.08,Erdikoa,Nahasia,Crack
Gizona,PEDRO,MARTINEZ,45.0,Heldua,2.0,181.0,73.3,Erdikoa,Estatikoa,Jug
Emakumea,CARMEN,GARRIDO,29.0,Gaztea,1.0,178.0,74.87,Hasiberria,Nahasia,Sloper
Gizona,JOSE LUIS,ROMERO,18.0,Nerabea,7.0,164.0,63.74,Elitea,Nahasia,Jug
Gizona,IÑAKI,SANCHEZ,15.0,Nerabea,4.0,162.0,74.15,Hasiberria,Nahasia,Jug
Gizona,JOSE,GARCIA,42.0,Heldua,4.0,174.0,84.15,Aurreratua,Dinamikoa,Crimp
Emakumea,ANGELES,MORA,31.0,Gaztea,23.0,180.0,76.72,Elitea,Estatikoa,Crack
Gizona,MARIO,BLANCO,41.0,Heldua,27.0,169.0,86.35,Profesionala,Nahasia,Pinch
Gizona,JOSE ANTONIO,GIMENEZ,29.0,Gaztea,3.0,181.0,84.29,Aurreratua,Dinamikoa,Volume
Emakumea,CARMEN,GUERRERO,15.0,Nerabea,0.0,167.0,47.08,Erdikoa,Nahasia,Mono
Emakumea,MARIA,CARRASCO,34.0,Gaztea,10.0,175.0,56.59,Erdikoa,Nahasia,Pinch
Emakumea,JULIA,DIEZ,40.0,Heldua,1.0,168.0,66.1,Hasiberria,Estatikoa,Jug
Emakumea,MARIA DOLORES,FLORES,17.0,Nerabea,8.0,169.0,48.97,Erdikoa,Dinamikoa,Pocket
Gizona,IBAI,CRESPO,29.0,Gaztea,2.0,190.0,83.52,Aurreratua,Dinamikoa,Pinch
Emakumea,YOLANDA,SANZ,35.0,Gaztea,0.0,168.0,72.57,Aurreratua,Nahasia,Crimp
Emakumea,MARIA LLANOS,BLANCO,51.0,Heldua,5.0,160.0,77.33,Erdikoa,Estatikoa,Pinch
Gizona,SANTIAGO,GARCIA,17.0,Nerabea,2.0,184.0,61.6,Aurreratua,Estatikoa,Sloper
Gizona,JESUS,DIEZ,17.0,Nerabea,2.0,169.0,61.69,Erdikoa,Nahasia,Edge
Gizona,MIGUEL ANGEL,ROJAS,14.0,Nerabea,1.0,174.0,61.73,Hasiberria,Estatikoa,Mono
Gizona,JUAN MANUEL,HERRERA,22.0,Gaztea,5.0,174.0,65.89,Profesionala,Estatikoa,Crack
Emakumea,ESTIBALIZ,DURAN,35.0,Gaztea,19.0,150.0,65.06,Aurreratua,Estatikoa,Pocket
Gizona,JOSU,CARMONA,33.0,Gaztea,17.0,183.0,62.46,Elitea,Estatikoa,Pinch
Gizona,IBAI,JIMENEZ,34.0,Gaztea,5.0,170.0,70.68,Erdikoa,Estatikoa,Crimp
Emakumea,MARIA VICTORIA,RIVERA,32.0,Gaztea,7.0,166.0,74.2,Profesionala,Nahasia,Pinch
Gizona,ENRIQUE,CABRERA,35.0,Gaztea,0.0,172.0,70.91,Hasiberria,Nahasia,Crimp
Gizona,ANDRES,LOZANO,27.0,Gaztea,0.0,184.0,64.54,Hasiberria,Nahasia,Sloper
Emakumea,ANGELA,LOPEZ,40.0,Heldua,4.0,163.0,74.81,Aurreratua,Estatikoa,Jug
Emakumea,CRISTINA,CORTES,34.0,Gaztea,6.0,170.0,80.29,Aurreratua,Nahasia,Crimp
Gizona,MIKEL,MARIN,45.0,Heldua,0.0,178.0,72.44,Hasiberria,Dinamikoa,Mono
Emakumea,ANA BELEN,CASTRO,33.0,Gaztea,3.0,160.0,65.33,Aurreratua,Nahasia,Pinch
Emakumea,MARIA JESUS,SANTIAGO,40.0,Heldua,4.0,163.0,71.04,Aurreratua,Dinamikoa,Pocket
Gizona,IÑAKI,PARRA,31.0,Gaztea,10.0,191.0,75.25,Aurreratua,Nahasia,Jug
Gizona,OSCAR,CRUZ,54.0,Heldua,8.0,181.0,70.38,Erdikoa,Dinamikoa,Volume
Emakumea,MARIA NIEVES,GARCIA,26.0,Gaztea,10.0,162.0,75.15,Aurreratua,Estatikoa,Pocket
Gizona,IVAN,HERRERO,18.0,Nerabea,2.0,173.0,51.94,Erdikoa,Nahasia,Sloper
Emakumea,MARIA DOLORES,FERRER,30.0,Gaztea,7.0,169.0,76.64,Profesionala,Estatikoa,Mono
Gizona,VICENTE,SOLER,33.0,Gaztea,9.0,163.0,76.65,Aurreratua,Estatikoa,Sloper
Emakumea,MARIA BEGOÑA,SANCHEZ,21.0,Gaztea,10.0,168.0,76.54,Aurreratua,Nahasia,Crimp
Gizona,JOSE MARIA,TORRES,18.0,Nerabea,6.0,161.0,61.18,Aurreratua,Nahasia,Pinch
Gizona,AITOR,PARRA,38.0,Heldua,17.0,172.0,84.22,Profesionala,Dinamikoa,Sloper
Gizona,JUAN CARLOS,ALVAREZ,18.0,Nerabea,15.0,168.0,60.14,Aurreratua,Nahasia,Pinch
Gizona,ANGEL,VARGAS,27.0,Gaztea,8.0,192.0,78.76,Profesionala,Nahasia,Pinch
Gizona,MIGUEL,PEÑA,20.0,Nerabea,1.0,163.0,69.41,Hasiberria,Estatikoa,Jug
Gizona,JOSE RAMON,PEÑA,20.0,Nerabea,8.0,173.0,68.85,Erdikoa,Nahasia,Crimp
Emakumea,FRANCISCA,SERRANO,35.0,Gaztea,5.0,166.0,62.41,Erdikoa,Dinamikoa,Edge
Gizona,ALEJANDRO,RUBIO,40.0,Heldua,4.0,182.0,86.15,Aurreratua,Estatikoa,Pinch
Gizona,ENRIQUE,MORA,19.0,Nerabea,7.0,172.0,50.94,Aurreratua,Nahasia,Mono
Emakumea,MAITE,GIL,34.0,Gaztea,6.0,163.0,71.02,Erdikoa,Estatikoa,Crimp
Gizona,JESUS MARIA,BENITEZ,20.0,Nerabea,5.0,164.0,69.22,Profesionala,Nahasia,Sloper
Gizona,JORGE,SERRANO,23.0,Gaztea,16.0,161.0,71.94,Aurreratua,Dinamikoa,Sloper
Gizona,RAMON,HERRERO,19.0,Nerabea,9.0,160.0,62.36,Profesionala,Nahasia,Pinch
Emakumea,MARIA CONCEPCION,CASTRO,15.0,Nerabea,3.0,168.0,56.16,Aurreratua,Nahasia,Crack
Gizona,IÑIGO,VAZQUEZ,25.0,Gaztea,11.0,176.0,62.21,Aurreratua,Dinamikoa,Crimp
Gizona,ENEKO,DIAZ,20.0,Nerabea,7.0,165.0,70.99,Aurreratua,Nahasia,Pinch
Emakumea,MARIA JOSE,NUÑEZ,29.0,Gaztea,11.0,164.0,70.28,Aurreratua,Dinamikoa,Sloper
Gizona,UNAI,NUÑEZ,14.0,Nerabea,0.0,168.0,77.26,Hasiberria,Estatikoa,Jug
Gizona,JULIAN,GUTIERREZ,21.0,Gaztea,6.0,184.0,62.26,Erdikoa,Nahasia,Jug
Gizona,JUAN ANTONIO,GALLEGO,19.0,Nerabea,7.0,166.0,65.0,Aurreratua,Estatikoa,Jug
Gizona,DANIEL,ROJAS,20.0,Nerabea,5.0,168.0,54.91,Erdikoa,Nahasia,Sloper
Emakumea,AINARA,SANTANA,28.0,Gaztea,2.0,167.0,75.75,Aurreratua,Estatikoa,Sloper
Emakumea,PAULA,ALVAREZ,14.0,Nerabea,11.0,147.0,66.07,Aurreratua,Estatikoa,Crimp
Emakumea,LUCIA,MOYA,23.0,Gaztea,7.0,178.0,74.07,Aurreratua,Dinamikoa,Mono
Gizona,ANDER,RIVERA,19.0,Nerabea,5.0,176.0,68.75,Aurreratua,Dinamikoa,Pinch
Gizona,JUAN CARLOS,VAZQUEZ,25.0,Gaztea,1.0,170.0,64.8,Hasiberria,Nahasia,Pinch
Emakumea,LAURA,FLORES,41.0,Heldua,4.0,164.0,72.76,Erdikoa,Estatikoa,Jug
Gizona,ENRIQUE,SANTANA,27.0,Gaztea,7.0,176.0,79.38,Aurreratua,Nahasia,Volume
Gizona,JUAN,NUÑEZ,41.0,Heldua,4.0,160.0,77.91,Aurreratua,Estatikoa,Pinch
Emakumea,MARIA JESUS,SOTO,34.0,Gaztea,8.0,167.0,69.59,Aurreratua,Nahasia,Crimp
Emakumea,NURIA,MARIN,23.0,Gaztea,2.0,161.0,65.97,Erdikoa,Nahasia,Pinch
Emakumea,MARIA JOSEFA,CANO,18.0,Nerabea,14.0,161.0,68.24,Aurreratua,Nahasia,Crack
Gizona,JUAN ANTONIO,PASTOR,22.0,Gaztea,8.0,188.0,80.7,Elitea,Dinamikoa,Pinch
Emakumea,MARIA ISABEL,HERRERA,32.0,Gaztea,4.0,161.0,79.33,Erdikoa,Dinamikoa,Pinch
Gizona,JOSE MARIA,VICENTE,36.0,Heldua,5.0,164.0,80.23,Erdikoa,Nahasia,Edge
Gizona,ASIER,MARIN,29.0,Gaztea,9.0,183.0,66.92,Profesionala,Estatikoa,Volume
Gizona,JOSE MANUEL,IGLESIAS,15.0,Nerabea,3.0,169.0,66.39,Aurreratua,Nahasia,Pocket
Gizona,JUAN CARLOS,LEON,23.0,Gaztea,6.0,167.0,82.89,Erdikoa,Estatikoa,Sloper
Emakumea,MARIA TERESA,ROMERO,22.0,Gaztea,8.0,177.0,81.45,Erdikoa,Estatikoa,Pinch
Emakumea,MARIA LLANOS,MUÑOZ,48.0,Heldua,5.0,161.0,71.44,Aurreratua,Dinamikoa,Pocket
Emakumea,ROSA,PEREZ,14.0,Nerabea,5.0,168.0,47.06,Erdikoa,Estatikoa,Volume
Emakumea,ISABEL,SAEZ,24.0,Gaztea,3.0,162.0,71.87,Aurreratua,Nahasia,Volume
Emakumea,BEATRIZ,GIL,40.0,Heldua,2.0,168.0,66.08,Erdikoa,Dinamikoa,Sloper
Emakumea,AINARA,ORTEGA,20.0,Nerabea,4.0,156.0,70.06,Erdikoa,Dinamikoa,Sloper
Gizona,JOSE IGNACIO,ORTIZ,25.0,Gaztea,5.0,169.0,81.43,Aurreratua,Dinamikoa,Volume
Emakumea,MARIA JOSEFA,MARTINEZ,37.0,Heldua,8.0,158.0,72.48,Aurreratua,Estatikoa,Jug
Emakumea,MARIA VICTORIA,MOLINA,32.0,Gaztea,8.0,154.0,58.78,Aurreratua,Dinamikoa,Crack
